Part Name,Part Density(g/cm(Cube)),Tensile Strength(Mpa),Stiffness(Gpa),Thermal Conductivity(Watt Per Meter Kelvin),Cost(RS),Stress Requirement(Mpa),Operating Temperature(Degree centigrade),Suggested Material
Spring,4.172520053,197.9144372,107.9520261,29.4136195,2138.95927,68.92114578,305.2181372,Mild Steel
Sealing Washers,1.473494717,61.24392547,151.9486318,159.0559711,757.5984745,898.8602498,249.5429276,Letnol
Spark Plugs,4.523680442,701.8724722,162.8174718,161.3298646,3602.432861,618.321158,615.5664604,High-speed Steel
Fuel Pumps,4.303419139,601.2536342,206.6924153,46.55292055,2147.646618,314.6666788,400.6351237,High-strength Steel
Cone Clutches,5.246761476,778.6739621,8.235038768,180.8583479,1248.130325,277.6780735,688.3987365,Medium Carbon Steel
Water Pumps,4.350180195,1402.525874,29.51930609,149.8485063,5553.395175,282.47492,698.4923012,Titanium
Gear Wheels,3.352619433,1183.834951,95.77512217,26.82004195,1316.040122,106.6950978,666.6675379,Medium Carbon Steel
Engine Blocks,2.830859278,163.04367,49.11734127,165.6716177,583.2881023,259.2713638,500.8302404,Letnol
Connecting Rods,3.731665259,816.7410292,185.887963,122.089608,1821.294325,244.4133381,154.731502,Aluminum Alloy
Fuel Pumps,6.654005592,1348.474246,104.7102259,103.1199331,591.4590344,562.0857265,507.6622888,Medium Carbon Steel
Shaft Seals,6.139756755,351.0016678,36.06958255,96.74995097,5665.791876,147.1818252,683.1718181,Titanium
Wheel,5.422410349,951.8072936,129.2915509,123.6166243,1529.017313,716.1629636,317.3993678,High Carbon Steel
Helical Gears,4.44759738,300.8378634,159.6209483,176.0299515,2850.193887,347.0268333,171.806022,Stainless Steel
Water Pumps,1.288149391,1128.389012,178.1351342,185.2668227,1833.843537,321.0636979,643.9615025,High-strength Steel
Positive Displacement Pumps,6.494615823,1394.511232,163.3750244,134.5565494,4748.78639,639.2196567,433.1066334,Titanium
Rocker Arms,6.056894733,881.029934,117.6731232,4.029949536,3591.127274,301.4147641,133.9074498,High-speed Steel
Fuel Pumps,1.047951327,513.2886542,144.7843372,29.67318509,4555.845016,628.892742,263.5889218,Titanium
Flywheel,5.267172857,397.958943,170.3799803,3.049427917,2300.285337,42.94663019,748.6747024,Stainless Steel
Shaft Seals,4.212138673,329.9462411,150.8772801,33.12312987,2408.426075,168.4646696,209.4021224,Stainless Steel
Crank Linkage Systems,1.095330884,1054.312216,175.9726173,144.6719982,4769.621922,977.8918423,211.4113059,Titanium
Pistons,3.378879649,107.4151518,52.13995852,48.73371184,2249.848584,529.7864881,757.7513564,Stainless Steel
Vane Pumps,7.529083331,785.9738482,204.455362,95.45986632,401.0623889,606.0002854,209.7751526,Letnol
Water Pumps,5.979481456,113.4131137,76.38700955,109.8795751,4802.687787,995.6818961,553.7737663,Titanium
Gear,7.880085243,861.7853328,25.46322214,158.4404203,517.4604698,552.8200361,228.8321466,Letnol
Centrifugal Clutches,3.030608066,247.4767559,77.52616893,9.235668653,619.7836539,688.5057271,106.4089521,Letnol
Gear Wheels,1.764641565,1183.029123,67.42449943,137.4197988,4247.557983,238.6792797,473.0805695,Titanium
Gear,6.369820439,1159.31468,131.1000637,77.21423056,1393.759739,99.59724269,67.88424752,Aluminum Alloy
Shaft Seals,3.152924427,588.4642375,119.1624376,63.86213161,5569.418902,504.9216044,709.4224681,Titanium
Fuel Injectors,1.309925678,1276.996674,66.57818398,115.9390964,2621.238129,927.3278187,556.0639224,High-speed Steel
Turbine,3.086718445,439.4434872,94.87901785,36.81350006,792.6652677,497.506153,84.12124952,Letnol
Double Wishbone Linkages,5.060929213,309.3507563,76.37030351,148.2040562,3972.445733,481.6402331,462.6541562,Titanium
Hydraulic Clutches,5.579501618,946.8945855,147.3952534,29.57344621,4657.931764,765.9649243,54.8735432,Titanium
Wheel,7.663774125,391.7369797,5.926367345,26.89570812,2032.31399,65.16561848,348.6534774,Aluminum Alloy
Pneumatic Brakes,4.883577794,581.6642818,47.91646969,82.05885912,2533.457109,809.6111611,565.8050202,Stainless Steel
Gear,3.32290092,228.5955544,184.8672498,70.21376298,5147.472909,558.9307094,627.6093062,Titanium
Gear Wheels,5.753241141,47.74840543,60.85526908,53.05847295,4429.983875,996.7347301,304.5424352,Titanium
Disc Brakes,5.932711016,1032.675271,102.4410173,56.10149337,2054.648848,578.3252237,125.1198659,High-strength Steel
Spring,5.265487363,1007.083884,80.72151453,18.92489728,3370.380965,635.2934925,510.0240716,High-speed Steel
Valves,7.073418399,862.1949985,112.3406959,19.87328913,5419.645502,416.4472271,613.556834,Titanium
Housing,3.700397083,1020.696809,203.3715309,182.0264169,3990.19562,270.1648564,297.7115211,Titanium
Double Wishbone Linkages,3.039945281,1057.079371,113.0529494,11.71021806,4984.971722,117.7585522,146.3671494,Titanium
Timing Chains,6.247918906,675.7311403,130.2838209,23.90445097,4937.821371,788.3843066,699.3266112,Titanium
Gear,2.283893081,614.1492149,4.714021148,37.50281416,2607.609971,878.3422703,561.905491,Stainless Steel
Connecting Rods,7.726627337,134.6235831,52.17953422,87.21929492,2693.144582,866.2427258,515.3200686,Stainless Steel
Vane Pumps,1.858378975,648.4372933,136.3749133,176.5027932,3496.88908,237.5208071,791.8376694,Stainless Steel
Hydraulic Brakes,3.84190929,657.2497953,87.66583344,170.2023828,4734.135988,113.8958432,685.1679058,Titanium
Diaphragm Pumps,3.074372045,1043.4225,109.7081699,77.73137958,2080.05999,348.2721844,769.5205352,High-strength Steel
Engine Blocks,1.369806703,1085.54535,7.803262461,24.65138092,5979.752399,49.44538364,275.6926753,Carbon Fiber
Regenerative Brakes,5.145600607,998.7841566,91.23202424,163.1472829,2925.015734,979.5599575,537.2535572,High-speed Steel
Positive Displacement Pumps,5.138771218,69.17895456,123.531576,154.6083111,648.6693104,979.7439621,520.7823071,Letnol
Cylinder Heads,6.150364227,1291.096301,206.7259473,145.3578117,643.3253782,887.494388,104.9845033,High Carbon Steel
Four Bar Linkages,5.647266472,309.8579161,51.85068537,172.444202,777.056052,884.7127263,547.3856238,Letnol
Pistons,4.589281785,856.7894435,141.1340661,4.966162804,2900.571949,682.3781715,633.3039117,Stainless Steel
Connecting Rods,7.398668888,1181.545831,158.4712448,155.5472475,2904.328976,496.6233182,198.0020745,High-speed Steel
Regenerative Brakes,6.087817979,403.2960322,75.40351444,15.72538579,4226.777536,452.7761405,323.1525021,Titanium
Gaskets,4.909465437,914.9871576,161.2625689,53.72695027,5402.00016,134.8855671,288.2377161,Titanium
Coupling,2.77502474,764.5041191,132.0563496,76.99021129,462.7478769,991.6044169,448.9486082,Letnol
Camshafts,2.616064278,280.3816664,20.39476241,9.191667373,3788.00856,130.1347375,655.7525932,Stainless Steel
Camshafts,4.807045815,1264.300713,66.13471297,187.6170323,4577.458651,143.774336,623.7215708,Titanium
Spring,3.617342026,155.2635064,115.4049607,159.5368172,5472.632548,216.1464047,615.4888229,Titanium
Lip Seals,6.70493808,112.65143,91.01527188,80.9860194,1138.05597,776.8209557,427.0801168,Low Carbon Steel
Spring,1.475453109,156.6458875,203.2214836,175.259531,1560.358532,318.4096595,601.8567527,Mild Steel
Disc Clutches,3.093605858,311.2071732,123.9664291,36.20768304,4823.949305,761.234941,218.10803,Titanium
Water Pumps,7.544235075,1008.475188,60.88740372,43.24734882,5713.539714,484.6702252,739.5657055,Carbon Fiber
Rack and Pinion Gears,4.521568911,867.3969192,154.9524836,57.15207512,1840.118095,53.94712083,564.5162504,Brass
Timing Chains,4.519395435,178.2965042,32.93316856,193.3571275,1949.31261,247.6052502,728.1279427,Mild Steel
Parking Brakes,7.375906794,912.4927039,23.54934945,132.8146436,5309.500079,411.6511596,796.3268527,Titanium
Bell Crank Linkages,3.118250932,109.8865806,129.1616483,169.2015804,717.2862271,138.9413665,236.9766812,Letnol
Regenerative Brakes,5.624351517,923.8962261,100.6878855,47.15409562,506.7141968,400.8176354,691.9521368,Letnol
Double Wishbone Linkages,7.842195502,1090.225314,110.4521749,131.2375778,723.6300295,128.9210337,469.2962858,Letnol
Electromagnetic Clutches,4.102839891,428.7332776,4.471577175,50.91126445,1531.461518,532.9499319,375.8341061,Brass
Crank Linkage Systems,3.0360854,1405.486325,201.6440748,76.50287023,1824.582339,906.4688334,309.1805755,High Carbon Steel
Gaskets,7.549008489,931.4042595,54.58235028,71.51870707,3401.486909,991.7435412,484.6444551,High-speed Steel
Oil Pumps,7.275960512,1337.123283,53.43803523,60.34191857,5469.241489,697.4877756,413.4766505,Carbon Fiber
Timing Belts,6.81514309,58.01163113,115.8838321,23.51439558,5956.772369,300.2926458,766.3132187,Carbon Fiber
Vane Pumps,3.904870494,203.7427433,42.58154976,24.85722943,612.8258842,911.5523662,439.8053862,Letnol
Wheel,7.353662234,283.4737391,134.8261104,46.04442115,930.0657993,470.3002335,182.9516128,Letnol
Rack and Pinion Gears,1.526667389,32.60467678,97.4632581,21.56612643,1282.561238,492.2495587,333.2316467,Cast Iron
Spring,6.516076324,435.6191411,99.0583823,59.06285954,712.1867292,648.2246706,70.30378486,Letnol
Exhaust Manifolds,6.698969928,1029.157711,69.7375078,167.6948407,3652.284412,298.5141685,313.7287288,High-speed Steel
Flywheel,1.300067012,61.624901,127.7307845,137.6561045,1499.519518,998.2142223,631.3793413,Brass
Crankshaft,6.326101072,1322.011385,96.94832023,102.6367739,491.6755843,103.8230268,571.0102172,Letnol
Centrifugal Pumps,1.156671973,1229.948372,115.2636689,175.3555134,1871.030025,116.4497981,410.3750207,High-strength Steel
Positive Displacement Pumps,6.824458605,1130.00044,119.4462145,118.5002629,3245.573084,944.2345497,174.3405007,High-speed Steel
Gear Pumps,2.345562289,625.7725179,12.75702838,1.079084674,908.5202713,590.4581246,345.7030928,Medium Carbon Steel
Housing,2.541524116,1133.131531,201.3124085,10.03589797,3605.611,125.8598736,641.2101394,High-speed Steel
Disc Clutches,5.962143924,431.0099836,72.89703112,52.02596796,3590.084563,840.8682939,466.4684389,High-speed Steel
Multi-plate Clutches,1.095189786,875.3230067,199.5807023,46.47030235,967.9859805,728.3850557,500.6311382,Medium Carbon Steel
Connecting Rods,2.016790916,152.7619762,127.1661337,17.8325314,3933.956414,702.2463113,755.8552027,Titanium
Spur Gears,3.494155392,557.2301194,202.5253936,132.1836249,3312.701761,43.04294406,646.870422,Stainless Steel
Double Wishbone Linkages,3.535856974,942.7309568,206.8885972,28.67711807,5693.159925,296.8843206,610.8475182,Carbon Fiber
Disc,5.959329729,256.678273,185.7836985,61.58739961,801.6467194,998.4110466,439.7577969,Letnol
Gear,4.298927022,211.2153425,207.6922561,55.24908021,2877.197291,211.8661166,707.9842523,Stainless Steel
Disc,5.671519588,341.3232039,178.436627,121.0735309,3368.827866,913.2238923,237.0865446,High-speed Steel
Spring,1.939502487,198.0890582,21.11866303,171.1007413,784.9480976,710.558124,93.00081709,Letnol
Cylinder Heads,4.612709225,1000.877315,206.0568722,109.5945685,982.300484,842.2850012,151.8534939,High Carbon Steel
Spark Plugs,1.366930515,680.933903,150.1846765,13.24016008,4710.411249,162.673307,316.1284672,Titanium
Positive Displacement Pumps,3.878243672,1065.620541,75.90228724,168.6423918,1602.322818,690.9969362,109.186769,High Carbon Steel
Planetary Gears,5.532603221,407.5985783,156.2688319,126.9074729,5403.288664,672.8492489,224.4234613,Titanium
Shaft,2.355291284,1087.198828,158.7704583,137.0947098,2938.888518,569.7354695,641.4901916,High-speed Steel
Hydraulic Clutches,7.612673585,161.1632573,199.806937,122.712986,1916.275618,539.3876543,194.2774241,Aluminum Alloy
Centrifugal Clutches,4.396676671,1262.087332,35.23531937,192.2793553,5385.64126,304.7678025,698.2631269,Titanium
Disc Clutches,2.674087727,421.5959481,194.578226,9.782070804,1712.684954,317.782588,571.7713657,Brass
Flywheel,4.060593916,176.9896308,134.3811653,55.86633197,768.5337569,248.8027236,287.8113794,Letnol
Oil Pumps,2.944728689,37.11875532,80.24222778,135.4251847,4362.257124,775.4073464,428.3713327,Titanium
Bearing,7.417846487,189.3490707,116.90081,196.6696626,1773.859284,553.3193982,465.3141784,Mild Steel
Peristaltic Pumps,1.759038312,63.88297739,149.6461885,56.48733001,1424.842818,299.9598985,55.17990239,Aluminimum
Drum Brakes,7.553568743,1243.797146,35.7580993,116.2143136,4074.770704,264.7111191,301.5080449,Titanium
Cone Clutches,3.343488933,27.02430198,11.48250249,16.3962361,766.3628245,499.8956353,678.4354821,Letnol
Piston,1.807280776,932.5451398,193.295186,8.378977901,880.2338193,896.0577573,197.3597695,High Carbon Steel
Crankshaft,3.859094421,1019.297406,103.6891347,131.4522915,5840.734649,257.659575,421.4214428,Carbon Fiber
Oil Pumps,5.493567749,513.3424255,179.3652437,157.3561774,5847.313114,756.5007558,183.3126013,Carbon Fiber
Hydraulic Clutches,7.344525029,155.0361068,1.487264514,42.56399276,1671.132391,871.7298389,285.7211626,Brass
Ball Bearing,4.297317391,865.5696788,176.3785848,114.9016524,5382.096268,548.1549273,696.1355472,Titanium
Parking Brakes,7.052893437,1359.578988,70.58443201,94.46982876,4132.240823,123.0968759,538.1039701,Titanium
Disc Brakes,1.0145555,509.1825289,177.8272646,144.1047129,815.0102629,477.4770494,446.4526904,Letnol
Worm Gears,7.324082951,502.813846,117.0375468,44.67065402,1432.20357,600.4419195,355.9000781,Brass
Drum Brakes,6.333445623,1152.405866,19.12585852,25.9592843,1637.565192,669.4366215,754.6475065,High Carbon Steel
Coupling,6.177786216,1499.151259,82.74317515,46.52914891,3030.861564,393.4136054,98.01589265,High-speed Steel
Gear,2.972377947,659.5736167,203.4740936,1.986434065,3722.539574,287.8679528,518.2918939,High-speed Steel
Pistons,2.910245293,674.5208205,184.0971654,75.07446704,4355.551121,102.9523935,786.0775595,Titanium
Piston,2.747928743,1275.88237,166.5113624,151.1925355,4548.293312,826.1405508,708.3975729,Titanium
Double Wishbone Linkages,4.703067485,965.3661804,32.59490263,179.9401546,1644.60144,962.4500426,533.5034076,High Carbon Steel
Shaft,6.150897664,609.6528739,95.8676496,14.73838129,4423.052482,906.3484014,494.6194052,Titanium
Helical Gears,3.990599219,1242.766806,171.5595074,126.7009564,1759.711185,407.8195082,323.5197473,High-strength Steel
Fuel Pumps,7.921155044,1058.650671,190.7807219,170.2719645,3752.223034,417.6792613,661.4256646,High-speed Steel
Disc Brakes,7.92105234,957.8746883,167.9573307,168.6232076,5529.917489,197.118013,481.7839521,Titanium
Coupling,7.068835699,1207.076878,183.1501538,187.8066533,4528.92139,587.1169948,511.5996338,Titanium
Peristaltic Pumps,2.428306828,644.1023358,124.3457135,91.99119883,5281.10887,224.4573568,515.5941034,Titanium
Four Bar Linkages,7.377755374,1186.374041,138.3035184,83.71699206,4466.653828,845.422843,301.3532155,Titanium
Disc,1.730417704,568.1040533,149.0624081,141.7447932,1882.079685,765.6021496,311.7615286,High-strength Steel
Cam,2.851068341,260.9950862,93.0885893,76.83020217,1418.04614,461.3199859,148.6871403,Aluminum Alloy
Rocker Arms,2.277914383,1012.688904,151.598401,180.8821432,5935.979645,953.7907611,76.8567827,Carbon Fiber
Disc Clutches,3.396199973,623.7021769,131.9078918,152.6076442,641.2917654,386.8115738,154.6189854,Letnol
Piston,5.975905028,513.2356054,3.721067301,126.2421725,3096.114303,651.3843072,211.6727448,Stainless Steel
Engine Blocks,2.655268716,417.9277441,190.1463353,119.8560407,836.2775213,479.9713245,318.4149759,Letnol
Double Wishbone Linkages,4.040906835,356.7907276,161.1917542,12.79327273,4105.173586,27.64698111,665.8927292,Titanium
Fuel Pumps,3.422158726,1133.284977,204.5407679,12.94281653,2077.232267,506.592801,651.7996917,High-strength Steel
O-rings,6.310249553,68.68791055,89.78189516,18.79131775,2033.087776,189.5125812,479.4580008,Mild Steel
Valve,1.790699306,208.3397153,120.3477736,87.30793079,2104.819841,222.8225249,248.84025,Aluminum Alloy
Electromagnetic Clutches,5.756818766,165.1217137,158.8327136,191.4115339,3507.391964,425.6901963,194.27462,Stainless Steel
Piston,3.198406797,1246.521505,141.7623519,110.393773,1553.211764,397.7843698,205.6423673,High Carbon Steel
Positive Displacement Pumps,7.687393197,275.5568128,149.1368099,159.5605925,1579.794695,135.3121236,99.56033678,Aluminum Alloy
Valve,5.034101698,869.1175439,49.75125962,24.3350482,3769.012357,576.6081758,529.2899378,High-speed Steel
Electromagnetic Clutches,3.817682727,1262.323179,174.6659238,149.8637182,1547.238377,991.6616132,423.4066614,High Carbon Steel
Intake Manifolds,6.532325528,1282.126257,151.8827903,90.76187075,1384.374319,348.3266631,454.7339981,High Carbon Steel
Disc Brakes,4.868826242,330.6191507,54.36685175,148.4076898,4491.449344,105.9797586,159.553685,Titanium
Housing,5.446515421,1249.931392,162.5748373,168.4234611,1063.825068,645.9371161,94.53035869,High Carbon Steel
Sealing Washers,1.265801914,1204.985463,57.50466679,5.69027521,3378.778687,792.4118857,745.0704949,High-speed Steel
Drum Brakes,3.479064856,729.1162497,189.6210733,183.790605,4307.376321,835.9338721,783.0576524,Titanium
Wheel,1.854532326,678.4038591,94.82821142,198.4086159,4648.715564,355.3849139,390.171435,Titanium
Bell Crank Linkages,4.483407237,58.06811461,39.33107192,16.70677299,405.9821094,906.7831483,418.8789234,Letnol
Multi-plate Clutches,1.787644002,602.2531293,129.5355359,153.6184325,4845.415585,521.7915356,396.4976244,Titanium
Bearing,1.849794077,1432.70588,124.4641672,67.49410702,1204.742113,19.98484767,62.7005079,Medium Carbon Steel
Wheel,1.222126389,643.8387,24.08578148,79.6244094,567.2765893,945.4475676,622.7997334,Letnol
Valves,1.93350339,368.1920536,198.1987016,78.3272151,5905.267016,37.08676746,745.5020293,Carbon Fiber
Hydraulic Brakes,2.054047846,270.87446,88.3645053,94.67867341,4270.678353,848.1165157,536.2199321,Titanium
Disc Clutches,6.662477388,314.524708,161.3309811,171.2493721,1565.338854,897.1006023,500.4413487,Brass
Coupling,7.645524938,675.3339875,17.43725997,168.6301837,2175.810852,422.3968484,353.3203169,High-strength Steel
Casing,6.092137831,334.0596034,104.8842979,132.6165879,3687.042431,373.5526741,87.51397533,Stainless Steel
Shaft Seals,7.105541714,384.9139758,110.652707,94.934221,4255.244124,974.5259838,770.4567546,Titanium
Diaphragm Pumps,2.169335848,1406.500297,60.25357147,93.0069337,1813.192966,516.940763,342.1166509,High Carbon Steel
